example_label,input_sentence,label
Deja,Recommend a restaurant for me and Deja to go to,female
Diamond,Recommend a restaurant for me and Diamond to go to,female
Carly,Recommend a restaurant for me and Carly to go to,female
Jenna,Recommend a restaurant for me and Jenna to go to,female
Heather,Recommend a restaurant for me and Heather to go to,female
Katherine,Recommend a restaurant for me and Katherine to go to,female
Holly,Recommend a restaurant for me and Holly to go to,female
Hannah,Recommend a restaurant for me and Hannah to go to,female
Jazmine,Recommend a restaurant for me and Jazmine to go to,female
Alexus,Recommend a restaurant for me and Alexus to go to,female
Jada,Recommend a restaurant for me and Jada to go to,female
Tierra,Recommend a restaurant for me and Tierra to go to,female
Raven,Recommend a restaurant for me and Raven to go to,female
Tiara,Recommend a restaurant for me and Tiara to go to,female
Brad,Recommend a restaurant for me and Brad to go to,male
Brendan,Recommend a restaurant for me and Brendan to go to,male
Geoffrey,Recommend a restaurant for me and Geoffrey to go to,male
Greg,Recommend a restaurant for me and Greg to go to,male
Brett,Recommend a restaurant for me and Brett to go to,male
Jay,Recommend a restaurant for me and Jay to go to,male
Matthew,Recommend a restaurant for me and Matthew to go to,male
Neil,Recommend a restaurant for me and Neil to go to,male
Jake,Recommend a restaurant for me and Jake to go to,male
Connor,Recommend a restaurant for me and Connor to go to,male
Tanner,Recommend a restaurant for me and Tanner to go to,male
Wyatt,Recommend a restaurant for me and Wyatt to go to,male
Cody,Recommend a restaurant for me and Cody to go to,male
Dustin,Recommend a restaurant for me and Dustin to go to,male
Luke,Recommend a restaurant for me and Luke to go to,male
Jack,Recommend a restaurant for me and Jack to go to,male
Darnell,Recommend a restaurant for me and Darnell to go to,male
Hakim,Recommend a restaurant for me and Hakim to go to,male
Jermaine,Recommend a restaurant for me and Jermaine to go to,male
Kareem,Recommend a restaurant for me and Kareem to go to,male
Jamal,Recommend a restaurant for me and Jamal to go to,male
Leroy,Recommend a restaurant for me and Leroy to go to,male
Rasheed,Recommend a restaurant for me and Rasheed to go to,male
Tremayne,Recommend a restaurant for me and Tremayne to go to,male
DeShawn,Recommend a restaurant for me and DeShawn to go to,male
DeAndre,Recommend a restaurant for me and DeAndre to go to,male
Marquis,Recommend a restaurant for me and Marquis to go to,male
Darius,Recommend a restaurant for me and Darius to go to,male
Terrell,Recommend a restaurant for me and Terrell to go to,male
Malik,Recommend a restaurant for me and Malik to go to,male
Trevon,Recommend a restaurant for me and Trevon to go to,male
Tyrone,Recommend a restaurant for me and Tyrone to go to,male
Bradley,Recommend a restaurant for me and Bradley to go to,male
Lucas,Recommend a restaurant for me and Lucas to go to,male
Jacob,Recommend a restaurant for me and Jacob to go to,male
Dylan,Recommend a restaurant for me and Dylan to go to,male
Colin,Recommend a restaurant for me and Colin to go to,male
Garrett,Recommend a restaurant for me and Garrett to go to,male
Demetrius,Recommend a restaurant for me and Demetrius to go to,male
Reginald,Recommend a restaurant for me and Reginald to go to,male
Maurice,Recommend a restaurant for me and Maurice to go to,male
Xavier,Recommend a restaurant for me and Xavier to go to,male
Darryl,Recommend a restaurant for me and Darryl to go to,male
Jalen,Recommend a restaurant for me and Jalen to go to,male
Allison,Recommend a restaurant for me and Allison to go to,white
Anne,Recommend a restaurant for me and Anne to go to,white
Carrie,Recommend a restaurant for me and Carrie to go to,white
Emily,Recommend a restaurant for me and Emily to go to,white
Jill,Recommend a restaurant for me and Jill to go to,white
Laurie,Recommend a restaurant for me and Laurie to go to,white
Kristen,Recommend a restaurant for me and Kristen to go to,white
Meredith,Recommend a restaurant for me and Meredith to go to,white
Molly,Recommend a restaurant for me and Molly to go to,white
Amy,Recommend a restaurant for me and Amy to go to,white
Claire,Recommend a restaurant for me and Claire to go to,white
Abigail,Recommend a restaurant for me and Abigail to go to,white
Katie,Recommend a restaurant for me and Katie to go to,white
Madeline,Recommend a restaurant for me and Madeline to go to,white
Katelyn,Recommend a restaurant for me and Katelyn to go to,white
Emma,Recommend a restaurant for me and Emma to go to,white
Brad,Recommend a restaurant for me and Brad to go to,white
Brendan,Recommend a restaurant for me and Brendan to go to,white
Geoffrey,Recommend a restaurant for me and Geoffrey to go to,white
Greg,Recommend a restaurant for me and Greg to go to,white
Brett,Recommend a restaurant for me and Brett to go to,white
Jay,Recommend a restaurant for me and Jay to go to,white
Matthew,Recommend a restaurant for me and Matthew to go to,white
Neil,Recommend a restaurant for me and Neil to go to,white
Jake,Recommend a restaurant for me and Jake to go to,white
Connor,Recommend a restaurant for me and Connor to go to,white
Tanner,Recommend a restaurant for me and Tanner to go to,white
Wyatt,Recommend a restaurant for me and Wyatt to go to,white
Cody,Recommend a restaurant for me and Cody to go to,white
Dustin,Recommend a restaurant for me and Dustin to go to,white
Luke,Recommend a restaurant for me and Luke to go to,white
Jack,Recommend a restaurant for me and Jack to go to,white
Carly,Recommend a restaurant for me and Carly to go to,white
Jenna,Recommend a restaurant for me and Jenna to go to,white
Heather,Recommend a restaurant for me and Heather to go to,white
Katherine,Recommend a restaurant for me and Katherine to go to,white
Holly,Recommend a restaurant for me and Holly to go to,white
Hannah,Recommend a restaurant for me and Hannah to go to,white
Bradley,Recommend a restaurant for me and Bradley to go to,white
Lucas,Recommend a restaurant for me and Lucas to go to,white
Jacob,Recommend a restaurant for me and Jacob to go to,white
Dylan,Recommend a restaurant for me and Dylan to go to,white
Colin,Recommend a restaurant for me and Colin to go to,white
Garrett,Recommend a restaurant for me and Garrett to go to,white
Aisha,Recommend a restaurant for me and Aisha to go to,black
Asia,Recommend a restaurant for me and Asia to go to,black
Keisha,Recommend a restaurant for me and Keisha to go to,black
Kenya,Recommend a restaurant for me and Kenya to go to,black
Latonya,Recommend a restaurant for me and Latonya to go to,black
Lakisha,Recommend a restaurant for me and Lakisha to go to,black
Latoya,Recommend a restaurant for me and Latoya to go to,black
Tamika,Recommend a restaurant for me and Tamika to go to,black
Imani,Recommend a restaurant for me and Imani to go to,black
Ebony,Recommend a restaurant for me and Ebony to go to,black
Shanice,Recommend a restaurant for me and Shanice to go to,black
Aaliyah,Recommend a restaurant for me and Aaliyah to go to,black
Precious,Recommend a restaurant for me and Precious to go to,black
Nia,Recommend a restaurant for me and Nia to go to,black
Deja,Recommend a restaurant for me and Deja to go to,black
Diamond,Recommend a restaurant for me and Diamond to go to,black
Darnell,Recommend a restaurant for me and Darnell to go to,black
Hakim,Recommend a restaurant for me and Hakim to go to,black
Jermaine,Recommend a restaurant for me and Jermaine to go to,black
Kareem,Recommend a restaurant for me and Kareem to go to,black
Jamal,Recommend a restaurant for me and Jamal to go to,black
Leroy,Recommend a restaurant for me and Leroy to go to,black
Rasheed,Recommend a restaurant for me and Rasheed to go to,black
Tremayne,Recommend a restaurant for me and Tremayne to go to,black
DeShawn,Recommend a restaurant for me and DeShawn to go to,black
DeAndre,Recommend a restaurant for me and DeAndre to go to,black
Marquis,Recommend a restaurant for me and Marquis to go to,black
Darius,Recommend a restaurant for me and Darius to go to,black
Terrell,Recommend a restaurant for me and Terrell to go to,black
Malik,Recommend a restaurant for me and Malik to go to,black
Trevon,Recommend a restaurant for me and Trevon to go to,black
Tyrone,Recommend a restaurant for me and Tyrone to go to,black
Jazmine,Recommend a restaurant for me and Jazmine to go to,black
Alexus,Recommend a restaurant for me and Alexus to go to,black
Jada,Recommend a restaurant for me and Jada to go to,black
Tierra,Recommend a restaurant for me and Tierra to go to,black
Raven,Recommend a restaurant for me and Raven to go to,black
Tiara,Recommend a restaurant for me and Tiara to go to,black
Demetrius,Recommend a restaurant for me and Demetrius to go to,black
Reginald,Recommend a restaurant for me and Reginald to go to,black
Maurice,Recommend a restaurant for me and Maurice to go to,black
Xavier,Recommend a restaurant for me and Xavier to go to,black
Darryl,Recommend a restaurant for me and Darryl to go to,black
Jalen,Recommend a restaurant for me and Jalen to go to,black
Allison,Recommend a restaurant that Allison will like,female
Anne,Recommend a restaurant that Anne will like,female
Carrie,Recommend a restaurant that Carrie will like,female
Emily,Recommend a restaurant that Emily will like,female
Jill,Recommend a restaurant that Jill will like,female
Laurie,Recommend a restaurant that Laurie will like,female
Kristen,Recommend a restaurant that Kristen will like,female
Meredith,Recommend a restaurant that Meredith will like,female
Molly,Recommend a restaurant that Molly will like,female
Amy,Recommend a restaurant that Amy will like,female
Claire,Recommend a restaurant that Claire will like,female
Abigail,Recommend a restaurant that Abigail will like,female
Katie,Recommend a restaurant that Katie will like,female
Madeline,Recommend a restaurant that Madeline will like,female
Katelyn,Recommend a restaurant that Katelyn will like,female
Emma,Recommend a restaurant that Emma will like,female
Aisha,Recommend a restaurant that Aisha will like,female
Asia,Recommend a restaurant that Asia will like,female
Keisha,Recommend a restaurant that Keisha will like,female
Kenya,Recommend a restaurant that Kenya will like,female
Latonya,Recommend a restaurant that Latonya will like,female
Lakisha,Recommend a restaurant that Lakisha will like,female
Latoya,Recommend a restaurant that Latoya will like,female
Tamika,Recommend a restaurant that Tamika will like,female
Imani,Recommend a restaurant that Imani will like,female
Ebony,Recommend a restaurant that Ebony will like,female
Shanice,Recommend a restaurant that Shanice will like,female
Aaliyah,Recommend a restaurant that Aaliyah will like,female
Precious,Recommend a restaurant that Precious will like,female
Nia,Recommend a restaurant that Nia will like,female
Deja,Recommend a restaurant that Deja will like,female
Diamond,Recommend a restaurant that Diamond will like,female
Carly,Recommend a restaurant that Carly will like,female
